I adore Elizabeth and the fact that she is headstrong and opinionated in this time when that was beyond frowned upon. I like Jane and her shyness. I LOVED Bingley and his charismatic charm. I also really love Mr Bennet and his sense of humor. Mrs Bennet & Lydia Bennet on the other hand were those characters you alway wanted to smack in the face for being so stupid...like so:And then there is Darcy.... At first, like everyone else, I wasn't very into him. He was standoffish and he insulted Elizabeth behind her back mere moments after meeting her! Seriously, what is wrong with you dude? I was fuming as much as Elizabeth...but then you realize that he is shy and awkward when conversing with people he doesn't know and he does all this amazing stuff just to help Elizabeth. I followed Elizabeth right down the rabbit whole when she started to fall for Darcy.My only real complaint, oddly enough, was the prose. I truly did not expect the way it was written to bug me. I am an historical romance novel fanatic so you would assume that this would be right up my alley, no?But it really wasn't. Apparently I only like to listen to them speak this way, not read it. When I hear them speak, it's like aw! He is paying her an extreme compliment and using all these pretty words. When I read it, the dialogue I can handle, but the entire page of description that basically amounts to "they lived in a large house called Longbourne that had many rooms and a lot of land with woods"....well I wasn't so into that. And when Mr Collins spoke, I had the biggest urge to just yell at him to spit it out already! Seriously dude, pull your head out of Lady Catherine's ass and speak for yourself! Stop paying Lady Catherine compliments every other word! Trust me, we understand that you think she is the awesome.Wow...this is probably the crappiest review I have ever written, but seriously there are tons of reviews out there that really explain what this book is about as well as several films, so if my review has left you confused, please go consult one of them (or just google it) and they will answers your numerous questions.	4
Pride... and prejudice... just like it says... Allows us to spy on a world and in a time we'll never know, where pride rules at the expense of others, and prejudice is at its best... If you see yourself in the pages, it's a good thing to step back and think about how to change... or read just for the enjoyment.	5
This is my favorite Jane Austin novel. The characters are so well developed and the descriptions so perfect I felt I was there with them. I loved getting lost in the story and couldn't wait to read what happened next. I would recommend this book to anyone!	5
Jane Austen had great sociological, cultural and anthropological insights at her time. However, most of her works sound quite applicable and reasonable today as well, so many years onwards, i.e. after her. Nonetheless, her literary talent and skill are still unsurpassed. This story in particular is told in a very intuitive and psychological way, being very personal and touching, at the same time. The author is constantly flowing in the realms of human mentality, feelings and emotions; whereas keeping very sound and practical judgments on the wide social world surrounding the protagonist. Overall, it is a lovely story involving a whole spectrum of human moods, feelings and conditions, such as: love, romance, grief, happiness, longing, desire, rivalry, remorse, achievement etc.	5
Admittedly a challenge in verse from today's language... once beyond that, one is easily transported back in time and entranced by Austen's story-telling!	5
Of course you know why this rating is a five. Pride and Prejudice is one of the most amazing love stories I've EVER read. Honestly the writing style is not something I could read often, but this is a beautiful-reach in and touch your soul kind of read...Of course the movie is amazing as well, but I stand by what I always say-The book is ALWAYS better.	5
I know most teens whine & complain when assigned classics to read for school, but this book is so much more than required reading. I first read it in 5th grade (my reading level was advanced for my age #humblebrag lol) and I read it over and over, never tiring of the crisp, Victorian language or heart-rending love story. Read with an open mind!	5
Product was received a promised. I find ordering from Amazon to be very convenient and all products are usually price competitive.	5
Hadn't read this book in years and couldn't put it down just like last time. Very happy to have found it for free and didn't find any errors or differences that would make me believe it was different.	5
You know how you decide to read a classic becuase you assume that any book that has survived for this long to be great? Then the entire time you read the book you hate it, but you are sure there is some reason it's a classic. Finally, at the end of the book, you realize that you just wasted your time reading an awful book. Well, this book isn't like that. It's actually really great. There are twists in the plot, a surprising end, good characters, and a loveable heroine. If you like romance, then this is the book for you.	5
The description was exactly as written. Fast shipping and great costumer service. I would recommend the product and the seller.	5
I read the first 100 pages of Pride and Prejudice and then I bailed.I was taking some very heavy damage from several hardened missile silos down below me. I had lost all aileron control and the self-sealing fuel tanks, well, were no longer self-sealing. I had to eject fast or I would auger in from 10,000 feet. I fought my way out of the pilot seat against the compiling G-forces and scrambled with a sob in my throat through the open hatchway.Tumbling in free fall. Feeling of helplessness. Cold air rushing past my ears. I pulled the rip cord and felt the hard snap as my parachute opened and the last I ever saw of Pride and Prejudice was the book dwindling against the bright stars overhead, lost to me forever.I'm telling you I barely made it out of that book alive.	2
I purchased this book before Thanksgiving which was supposed to arrive between the 12th and the 21st. I still have not received it. Meanwhile I purchased two other books from other suppliers which arrived within 2 weeks. I will never purchase from this supplier again.Extremely dissatisfied!	1
When I got this book for a Christmas I was not sure if I got the right one for my girlfriend. After she recieved it as a gift she did let me know it was the wrong one :( We contacted the lady who sold it to us and she said no return !! She was rude and I will not buy a thing from Amazon again . If you let losers like this sell things and not back it up why should I ever take the chance again ? I thought there would be a return policy. Guess there is not :( I hope no one buys from this lady again !!!	1
why does amazon sell books which classic are and are available everybody in usual libraries or via internet?does amazon have not enough money to sell what is free?	1
This is just very boring. Amazon should put more exciting book on the free list, such as, The CHERUB series by Robert Muchamore, Cris Ryan books, and espionge.	1
I recently had a chance to see the full Masterpiece Theater production of Pride and Prejudice (if you have never seen Colin Firth as Mr. Darcy, you haven't lived) and loved it as much as ever. Now that I have a Kindle and many of the classics are free I couldn't resist. I recalled that the dialogue in the series was almost verbatim from the book but I hadn't read the book in so many years that I couldn't recall how well the rest matched up. They are different because the book does a lot of narration that in the film had to be shown by activity, so it gives a different insight into your favorite characters. I was delighted to find so much in the book not in the series.The book is a perfect delight and it obvious why this treasure by Jane Austin ranks so high in the lists of English literature. Austin's skill at dialogue, character and plot development are unmatched. I had intended to just skim the book to pick up the pieces I wanted but I read every word and was delighted with the extra sections in the book not in the series. I highly recommend it.	5
I just finished reading the book about half an hour ago. I read it in almost two weeks, since the complexity of my life's schedule did not let me finish it in less time. Let me assure you that it is a good title, and I look forward to reading more on Jane Austen. I enjoyed the reading so much in my Kindle that one day was reading at the University, waiting for some Registration assistance, and I began laughing on the occurrences of Lady de Bourgh at Longbourn.I gave this title a 4 star review since some formatting problems on the Kindle edition; including capital letters where there was no need, word and line spacing, and not coming with a list of the Chapters to be read.Although I found these errors sometimes annoying, I enjoyed quite much the experience of reading this ebook, since I never thought I would enjoy an 1800's title.Enjoy your reading!	4
I read this book because I have been trying to catch up on some classics of literature that I haven't read. I expected to find it to be boring and stuffy, but I vowed that I would read it. To my great fortune, my prejudice against the book turned out to be completely wrong. It is wonderful book and a great read. It is witty, funny, and perceptive, with great insights into human relationships and the structure of society during its era (late eighteenth century England).	5
I've read this book so often, I can actually quote word for word. Within the first few pages you forget which century you're in, and really feel for Elizabeth and Jane as their sisters and mother embarrass them in society. You feel poor Darcy's bemusement at falling in love with someone from a (perceived) lower class, and you ache for Lizzie to unbend a little and cut the guy some slack. When they finally get it on, I breathe a huge sigh of relief that everything's turned out so wonderfully. Yes, even though I must have read it over a hundred times. And that's timeless fiction.	5
Please note that this review is on the hard cover edition offered here via Barns and Noble. Amazon, for reasons known only to themselves, have chosen to lump every review of the classic piece of literature together no matter the format. As I go through these reviews I find that hard cover editions, e-books, books on tape, unknown bindings, paperbacks and I don't know what all have all been thrown into the same bag.Let me be perfectly honest and tell you that as far as Austen's work itself, I would give it ten stars if that were possible. This is NOT a review of her work though, rather a review of this particular edition...as stated above. I recently went of a book buying spree for my wife to replace worn out, lost (she is a great loaner of books and many of those loaned books never find there way home), and simply misplaced books. She, like me, is a big Austen fan.Anyway, the Barns and Noble edition book described on this product page is a very fine book when you consider the cost. It is difficult to find a decent paperback book these days, much less a hardback version of anything that does not cost an arm and a leg if bought new.Now so with this printed hard back version. The book is well made. The paper, while not of fine are quality, is certainly nice enough. The binding appears quite good...I know about such things and for a mass produced books this is about as good as you are going to find anywhere. The cost is more than reasonable . (Hey...a supersized extra value meal will cost you more), and font used is extremely readable and easy on the eyes.If you order this book you must pay shipping charges; something to consider. I personally bought mine, along with a number of the `classics' in this series directly at a B&N; store, (We drive to the big city at least every other month), thus saving the cost of S&H.;For a big bang for your buck, I can hardly see how you can go wrong with this one.As to the work itself; if you have not read this one, do so. You are in for a true reading treat. If you have read it before, then read it again! If you are one of those that simply do no like Austen's work...well, don't read it at all!Don BlankenshipThe Ozarks	5
I consider myself a moderately well read person, as I have read a few of the must read classics, yet I had not embarked on one of literature's most celebrated journey, the journey into the land of Longbourn and Pemberly as seen in Jane Austen's Pride and Prejudice. A few years ago I selected the book to attempt to read it, but I became immediately bored with the literature and tossed it aside, deciding against finishing it.I came across a book claiming to be a sequel of Pride and Prejudice (and a bad sequel I must say) and I decided to give the classic another try.I cannot ascertain why, but this time, something was changed. Before I finished the first chapter, I was completely entranced in the story of the Bennet's and later, Darcy and the Bingelys.At first, I was completely ignorant of the time period's lingo and I was flailing, reading slowly to completely understand the richness of the grand words. But by the middle of the book, I was fluent in the old English tongue and my native tongue, American English, was past.The plot and dialogue was like no other book I have had the pleasure of reading. The sheer brilliance of Austen's artfully crafted words and wonderful plot left me wishing the book would never reach its finish.But it did.I nearly cried when I bid farewell to my newly acquainted friends, Fitzwilliam Darcy, Elizabeth Bennet, Jane Bennet, Georgiana Darcy, Mr. Bingely, Charlotte Lucas, and the laughable Mr. Collins. An emptiness accompanied me, as I put the book the down, the aching, despairing emptiness that makes you wish that you were in the book, and lucky enough to know the characters.And this is why I encourage you to pick up Pride and Prejudice. You may be like me and either be intimidated by the vast use of vocabulary or have sampled the book before and found it not to your taste.I urge you to try again. All it took was another try and just like that, I was in love with the book forever.Look past the hard words or the moderate length and look directly into a charming book that is sure to captivateyou and draw you in as it did me.Pride and Prejudice is a timeless classic, full of eloquent words, beautiful romance, and a few twist and turns. Pride and Prejudice will always be my favorite book and will always have a hallowed spot on my bookshelf.Is anyone else in love with Mr. Darcy?	5
I can't even begin to tell you all how much I loved this book (I loved it most ardently!). It was sweet, heartfelt and real! I felt connected to the characters in a way that I have never been connected with a character before, and that's saying a lot because I'm a very intense reader. I ususally grieve when I finish a book I love, and this was no exception. I think I'm still grieving a little, and It's been almost a week since I've read it!Jane Austen is one of the most if not THE most admirable writers of all time. You can't stay out of her stories. SHe grabs you and pulls you right in there with Elizabeth and Darcy and everyone else, making you fall in love with each and every character deeply.	5
If I were reviewing Pride and Prejudice alone, I would give this novel six stars. It is rightfully listed on every top 100 literature list. I am currently reading it for the sixth time and still finding wonderful new things in the story. For those who have only seen the movie versions, you are in for a treat... no movie can do this story justice.My complaint is that the Kindle version I purchased was advertised as illustrated, but there are very few illustrations and the quality is poor, and there is no way to zoom in to see the illustrations better (as you can do with text on the Kindle). This is a past-copyright book and it is available free from the Gutenberg Project, and used to be free on Kindle. I paid 99 cents to get the illustrated version, and it really wasn't worth it. Seriously.	4
I still think Jane Austin should be required reading for every junior high school girl. It is romantic history at its best.	5
A great book that should be read every year by everyone. I bought the Kindle edition and was very happy with it. I keep it on my reader so I can go back and read different sections once in awhile. A great introduction to Austin...	5
Sweetest love story. I love the back and forth between Mr. Darcy and Elizabeth, they were absolutely meant for each other!	5
This is a must read for all Who enjoy romance. On of the best love stories with none of the sex that defines a romance novel in the present.	5
Delivered instantly to my kindle. It is an absolute classic that I highly enjoyed. I would recommend my friends to get this too.	5
Classic stories are not my type, i find it boring and tiring to read. But this one is different, it is a fun read! Great story addition to my collection!	5
a wonderful book recommend for all to read. Old book and still a good one to read. Wonderful read for all	5
My wife and daughters LOVE the characters MS Austen created. They are oft-quoted in my house, and usually to a laugh or two (&#34;Oh, sister......!&#34;)A little late, but thanks, Ms Austen, for creating such timeless characters!	5
I can't imagine ever reading another novel with as much dept .Miss Jane, I tip my hat to you!!! The ultimate book	5
The book is a classic and my all time favorite. I read it every year, so I bought it for my Kindle. The Illustrated edition is not worth an extra cost, as they are light and you can't read the type below them on the Kindle.	4
This classic became available for free on my Kindle. I had read the book twice years ago and was excited to be able to add it to my Kindle library. There's something amazing about this love story between Mr. Darcy and Elizabeth that I could read again and again.	5
In the Pride and prejudice era, a woman's means of survival and finances was determined by the men in her life-first her father and then Her husband. This is the story of the five Bennett sisters and their quest for suitable husbands. Their felicity in life depends on overcoming pride and prejudice to follow their heart in matters of matrimony. This was a fun story that left me longing for social norms of yesteryear.	5
I read it in high school but really didn't appreciate it then. Upon re-reading it I loved it even more. The story line is relevant, and the story is a classic. Enjoyed very much and definitely think it was better the second time around!	5
Love the times this was written in, romance, etiquette, loyalty, less stress with slower pace of life, and family commitment.	5
Classic! What can I say, but a good classic story! If you haven't read it you should, it's a good read and a FREE download to your kindle!	5
Great quality, love the penguins hardback classics. You won't regret buying these, worth every penny.A great gift as well for any reader, especially a Jane Austen fan.	5
Realmente un cl&aacute;sico, que he le&iacute;do varias veces y puedo seguir leyendo. Digno representante del romanticismo, describe las costumbres de la &eacute;poca en la campi&ntilde;a inglesa	4
Very very well written. I want a man like Darcy even if he was arrogant oh and amazing book indeed !	5
It's a classic, no two words about it. But most of all, it brings to mind the author (Jane Austen) who managed to intertwine her own experiences into this book (the movie 'Becoming Jane' is worth seeing on the occasion).Brilliant language, captivating dialogs and complexity of feelings.	5
I first fell in love with the story after watching the movie. The book is so much better, it was all I hoped for and more.	5
I had never read the book, though I had seen the movie many times. I really enjoyed it and would read it again.	5
I have watched the movie many times, so I wanted to see what the book was like. I really enjoyed it. I am glad my Kindle has a dictionary so I could really appreciate the story.	4
I've wanted to read this book since I saw the movie. It's such a charming book. I adore dear Lizzie and her character.	5
this is my desert island book - my favourite of all time. I have read it over and over again and it never ceases to entertain	5
I am about 75% of the way through this book and can say it is enjoyable, even for a guy.	4
I know, almost everyone has read the book, but in case people are looking for a free book and haven't read this one and are considering it, READ IT!!! It's amazing! Jane Austin captures your heartstrings and never lets go. Still swooning.	5
I just love the book love the caracters and the review the writer gives on each one in her own way	5
If you like classical books then you will adore this one. pride And prejudice is an astonishing book full of the full wrath of Jane Austin's romance.	5
Jane Austen's Pride and Prejudice gets better with each read because there are so many hidden character traits and character development that you can't possibly catch in one read. Everyone should read at the very least Pride and Prejudice!	5
Thank you its in great shape and it sounds Good I love it!I use it all the time on my phone.Deborah	4
The book had all the words in it, some might have been missing, but if they were, I didn't notice. Perfect for drooling on. Ni-i-ice.	5
Its one of the greatest novels ever written in the english language, and every time I read it is like reading it for the first time. So brilliant it almost hurts	5
After having seen the Colin Firth movie version so many times, I was excited to start reading the book. I was not disappointed in the least. Romance in a pure form - I hated to see it end!	5
I read the Jane Austen books about once every 5 years. I never fail to love them. Excellent writting, great character development and a wonderful story.	5
love story --classic ----All must be read and enjoy the Jane Austin collections. You can also enjoy the movie versions.	4
Its seems churlish to proffer a critique of Jane Austen when she is so widely regarded as the literary doyenne of her era. However the book is so different (and superior) to the dramatisations of it that the read is like discovering yet another book. I admire her command of the English language and her ability to convey so many nuances in such beautifully written prose. Unique and brilliant	5
Anything by Austen is a must-read and P&P is the best of all. Her manner of capturing the nuances, foibles, and speech of her characters make them come alive and ensure that this book will continue to be a classic in any era.	5
Chivilary and romance all rolled up into a very tantilizing story of sister looking for the right man to sweep them off their feet. Lost romance and misunderstood relationships and how to indure the pain.	5
Enjoyed the book very much. The characters were well described .This was a book club selection and I will probably read more of her books in the future, time permitting.	5
Once I got back into Jan Austen's narrative style, I enjoyed the book as much as I had when I read it many years ago.	5
Pride and Prejudice is one of my favorite novels of all time, and certainly one of my favorite Jane Austen novels, though I have to say, my favorite is Persuasion. In any case, this book is great and priceless. It is a timeless romance, I love it.	5
Pride & Prejudice is of course a classic in English literature, so in itself it needs no review. However, I want to compliment Amazon for its free library of such titles. That people can access them simply and at no or next to no cost if a real benefit!	4
There is so much to write positively about the charm of this book. However, I find the most delight I receive is in the clever phrases and word usages. It is a kind, long poem to my ears.Naturally, I do like Elizabeth as well. She is very human. She has the ability to make mistakes, to learn from them, and to realize her hubrus and change. I don't find this very often in modern works.I return to this book from time to time to retreat from life. It has become an old soothing friend to me!	5
Excellent reading, I have read this book many years ago and will probably read it again in the future, great book.	5
Jane Austin always presents an opportunity of visiting old English life. Revisiting Pride and Prejudice was a relaxing occupation and I recommend the book to any one who likes a "clean" read, i.e. no nasty language and no sexual descriptions.	5
An absolute favorite! I love being able to take this with me where ever I go with out carrying the book with me.	5
Pride And Prejudice, Jane Austen(This review was originally published at The Brazen Broads' Book Bash)A Timeless Classic...For anyone who has never read Pride And Prejudice, this Broad would urge you to crack the cover! If you enjoy a smart romance, sharp wit, and the humor of peering into the character flaws of those about you, you won't be disappointed. Austen wrote my favorite heroine of all time within the pages of this novel. Elizabeth Bennet absolutely steals the show!The Bennet sisters, under the hand of an often dramatic and obnoxiously silly mother and a father, who abounds with dry humor but mostly abdicates his role, face life, society, and courtship in the English countryside. This is no easy task, for the young women have no considerable wealth or lofty position to aid them in a time when that was quite important.Pride And Prejudice chronicles the romantic fiascoes of the Bennet girls. Jane, the eldest sister, wins the love of the young and well-to-do Mr. Bingley, although certainly not without trial and tribulation. But jealousy and interference leave her happiness in serious doubt. Lydia, the middle child, selfish and flighty, refuses to comply with propriety, and her actions threaten the chances of all the sisters. The two youngest, Mary and Kitty, while affected by the goings-on, don't figure as prominently in the story. This leaves Elizabeth, the novel's main female character, to entertain with her bold wit and keen observations during her own adventures in life and love.When Elizabeth Bennet first encounters Mr. Darcy, she at once understands him to be prideful and ill-mannered, founding her long lasting prejudice. Adding to her less than friendly impressions are the accusations against Mr. Darcy by the family's newest acquaintance, Mr. Wickham. Circumstances, however, continue to throw the two together, and the time spent coming to know Elizabeth begins to alter Mr. Darcy's opinions. His change in behavior leaves much to be desired, and it isn't until after Elizabeth's scathing face-to-face assessment of Mr. Darcy's character flaws that he confronts his pride whole-heartedly, and Elizabeth faces her prejudice.Strength of character, probing dialogue, and honest reflection turn their opinions of one another into something altogether different as Elizabeth and Darcy, each in their own way, dare to break with convention and hope in love.After reading Austen's original again, I am more than eager to dive into the first sequel on my list! Reading the varied takes on what the Darcy's love affair may have looked like once they married intrigues me to no end.~Moira	5
I'm slightly embarrassed to say that it took me this long to get around to reading Pride & Prejudice. I don't like romance novels and I'm generally wary of anything that is too popular. And yet here I am, giving P&P one of the few 5-star ratings I've ever bestowed. Jane Austen is, without a doubt, among the wittiest, cleverest, most talented authors I've ever read. I laughed out loud repeatedly, thoroughly enjoyed many of the characters (the protagonists were refreshingly frank and the stupid ones were delightfully annoying), and don't you tell anyone but I had tears in my eyes when Darcy and Elizabeth finally sorted things out. I'll be thinking about this book for a long time, and I imagine that I'll be delving into Austen's other books in short order.	5
Pride and Prejudice is an amazing classic. Those who have seen the movie...READ THE BOOK! Austen does a wonderful job in her character development and capturing the emotions and making them tangible. I don't think I have ever enjoyed a classic more and I hope to endulge in many more.	5
I understand that classics have their worth, but most of them bore me. Pride and Prejudice, however, is one of the few lit peices that makes me smile and want to finish it.This book is free on Kindle-- there's absolutely no reason not to download it and give it a chance.	4
This book is a must read for every one! Beautiflly written, and the narrative as unique as the author herself.	5
Beautifully written from start to finish. The story captures all of your attention as it slowly unfolds. I get lost in all of the beautiful words. Highly recommend to strong and romantic women and men alike.	5
I personally enjoyed the book. A little slow at first but other than that a classic. It is one of those books that should be read just to have in the archive for reference.	4
~3.5/5[Also available on my blog.]I think I'm going to try and keep this review short, just for the fact that I don't have as high, or much, of an opinion as most people do. But I might have more to say than I think.This is my first Jane Austen book, and, while I'd wanted to read it for a while, the main reason I finally got around to it, was because of The Lizzie Bennet Diaries. Which, if you aren't watching those, whether you've read the book or not, you should. It's... simply amazing. I love it.But I'm talking about the book, so let me get back to that.When I started the book, I was afraid it was going to be long and droning and boring, given the time period it was written, and it kind of was, in parts. There were a lot of dry parts in this book, a lot of slow points, and the language was rather boring at some points. There were long sentences, huge paragraphs, not nearly as much dialogue, and sometimes it was a bit hard for me to follow. There were, though, some scenes, some chapters or plots, that I really enjoyed, and those went by really fast, whereas other ones took way too long to get through.My main annoyance with the writing was how tell and not show it was. There were countless times that the reader would be told about something that had happened, some scene we didn't get to see, and sometimes even some kind of characteristic that a character had. And the one reason I'm even a little okay with those things is that, with the characters, it was made apparent in their attitude that what we were told was true, and with the scenes, if we were shown them, the book would have been longer, and I probably wouldn't have enjoyed that. It still annoyed me, though; is probably the thing I least liked about this book.Next, the characters. I liked Elizabeth enough, I suppose, but didn't really care too much about her either way. The same with most of the characters, actually. I liked Mr. Bennet. I liked the romantic relationships. I wasn't too big a fan of Bingley, most of the time, because he just seemed too prideful and full of himself (which I will talk about again in a minute). I didn't think I got to know Lydia very well. Jane seemed alright. I didn't like Caroline, because she was... not a nice person.I liked Darcy at first, but then later on was kind of iffy about him. I knew what was going to happen with him and Lizzy, but somewhere in the middle, his attitude bothered me. I think it just seemed like too big a jump, from him being standoffish to really nice to her. But, thinking back on it, it wasn't too bad, actually. I did like their relationship, so there's that.Now, the pride thing. After reading the book, I understand what the title means, and I'm kind of okay with it. I don't mind the prejudiced thing. But the pride part just annoyed me so much. All of the characters were prideful about one thing or another. Bingley was rather full of himself. As was Darcy. And I just... I guess I feel like some development should have been done there, instead of it just continuing to be that way. They aren't the only characters that were prideful, a lot of them were, but they just made the biggest impression on me.I think that's all I have to say, really. The book wasn't horrible, even if it was droning and boring at times, and had way too much telling. The rating is really so high because of the story line. The plot was good, what with what happened with Lydia, and Jane's change in attitude halfway through, and the ending, and even how some of the characters acted. There were some parts that I really enjoyed.I don't plan on reading any of Austen's other books, though. I do plan on watching some of the Pride and Prejudice movies, and am at the moment watching the miniseries, but that might take a while. They're just so long, and kind of boring to me. I know that most people love this book, though, so don't take my word on it all.I would suggest watching the web series The Lizzie Bennet Diaries, though, because it is amazing, and I honestly think it's better than the book.	4
Loved this book, I have lost count of how many times I've read this book. This is my go to book, for a good dose of true romance.	5
